species,class,order,family,chromnum.1n,chromnum.est,chromnum.source,chromnum.database,est.gnsz.Mbp,est.gnsz.source,est.gnsz.db
Periophthalmus magnuspinnatus,Actinopterygii,Gobiiformes,Oxudercidae,23,,"Saberii, F., Gharzi, A., Jazayeri, A., Akmali, V., & Chehri, K. (2023). Research Article: Karyological analysis of two species of mudskippers (Teleostei: Gobioidei: Oxudersidae) in the Musa estuary, Persian Gulf, Iran. Iranian Journal of Fisheries Sciences, 22(2), 368ÔøΩ383. https://jifro.ir/article-1-5213-fa.html",,773,"Huang, Y., Huang, Y., Li, R., Xu, P., You, X., Lv, Y., Ruan, Z., Chen, J., Xu, J., & Shi, Q. (2023). Genomics comparisons of three chromosome-level mudskipper genome assemblies reveal molecular clues for water-to-land evolution and adaptation. Journal of Advanced Research. https://doi.org/10.1016/j.jare.2023.05.005",
Peromyscus maniculatus bairdii,Mammalia,Rodentia,Cricetidae,24,,"Deaven, L.L., L. Vidal-Rioja, J.H. Jett, and T.C. Hsu (1977). Chromosomes of Peromyscus (Rodentia, Cricetidae). VI. The genomic size.. Cytogenetics and Cell Genetics 19: 241-249.",,4264.08,"Deaven, L.L., L. Vidal-Rioja, J.H. Jett, and T.C. Hsu (1977). Chromosomes of Peromyscus (Rodentia, Cricetidae). VI. The genomic size.. Cytogenetics and Cell Genetics 19: 241-249.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Petromyzon marinus,Petromyzontida,Petromyzontiformes,Petromyzontidae,84,,"Vialli, M. (1957a). Volume et contenu en ADN par noyau. Experimental Cell Research Suppl. 4: 284-293.",,,,
Phascolarctos cinereus,Mammalia,Diprotodontia,Phascolarctidae,8,,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.",,3608.82,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Phasianus colchicus,Aves,Galliformes,Phaesianidae,41,,"Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.",,1232.28,"Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Phocoena sinus,Mammalia,Artiodactyla,Phocoenidae,22,,"ÔøΩrnason, ÔøΩ. (2009). C- and G-banded karyotypes of three delphinids: Stenella clymene, Lagenorhynchus albirostris and Phocoena phocoena. Hereditas, 92(2), 179ÔøΩ187. https://doi.org/10.1111/j.1601-5223.1980.tb01693.x",,NA,NA,NA
Physeter catodon,Mammalia,Artiodactyla,Physeteridae,21,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,3364.32,"Oziolor, E. M., T. R. Gregory, J. W. Bickham, J. St. Leger, and C. W. Matson (2019). Cetacean genome size diversity. Marine Mammal Science 35: 1133-1140.",
Piliocolobus tephrosceles,Mammalia,Primates,Cercopithecidae,,22,"Formenti, D. (1975). Nuclear DNA content in some species of the genus Cercopithecus (Primates: Cercopithecidae). Genetica 45: 307-313.; Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.","Rom·n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333ñ1339. https://doi.org/10.1111/jeb.13884",NA,NA,NA
Podarcis muralis,Reptilia,Squamata,Lacertidae,19,,"Olmo, E. (1976). Genome size in some reptiles. Journal of Experimental Zoology 195: 305-310.",,1662.6,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Poecilia formosa,Actinopterygii,Cyprinodontiformes,Poeciliidae,23,,"Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",,,,
Poecilia latipinna,Actinopterygii,Cyprinodontiformes,Poeciliidae,23,,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,,,
Poecilia mexicana,Actinopterygii,Cyprinodontiformes,Poeciliidae,23,,"Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",,,,
Poecilia reticulata,Actinopterygii,Cyprinodontiformes,Poeciliidae,23,,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,978,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Pogona vitticeps,Reptilia,Squamata,Agamidae,16,,"MacCulloch, R.D., D.E. Upton, and R.W. Murphy (1996). Trends in nuclear DNA content among amphibians and reptiles. Comparative Biochemistry and Physiology 113B: 601-605.",,1770.18,"MacCulloch, R.D., D.E. Upton, and R.W. Murphy (1996). Trends in nuclear DNA content among amphibians and reptiles. Comparative Biochemistry and Physiology 113B: 601-605.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Pongo abelii,Mammalia,Primates,Hominidae,24,,"Ankel-Simons, F. (2000). Primate anatomy : an introduction. Academic Press.",,NA,NA,NA
Procavia capensis,Mammalia,Hyracoidea,Procavia,27,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,,,
Prolemur simus,Mammalia,Primates,Lemuridae,30,,"Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.","Rom·n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333ñ1339. https://doi.org/10.1111/jeb.13884",NA,NA,NA
Propithecus coquereli,Mammalia,Primates,Indriidae,,,,,NA,NA,NA
Pseudonaja textilis,Reptilia,Squamata,Elapidae,19,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,NA,NA,NA
Pteropus vampyrus,Mammalia,Chiroptera,Pteropodidae,19,,"Perwitasari-Farajallah, D., Mubarok, H., & Maryanto, I. (2023). KARYOTYPES OF FRUIT BATS (CHIROPTERA, PTEROPODIDAE) AND RATS (RODENTIA, MURIDAE) FROM Mt. BAWAKARAENG, SOUTH SULAWESI, INDONESIA. Borneo Science | the Journal of Science and Technology, 39(1). https://doi.org/10.51200/bsj.v39i1.4422",,,,
Pundamilia nyererei,Actinopterygii,Cichliformes,Cichlidae,22,,"Svensson, O., Woodhouse, K., van Oosterhout, C., Smith, A., Turner, G. F., & Seehausen, O. (2017). The genetics of mate preferences in hybrids between two young and sympatric Lake Victoria cichlid species. Proceedings of the Royal Society B Biological Sciences, 284(1849), 20162332ÔøΩ20162332. https://doi.org/10.1098/rspb.2016.2332",,,,
Pygocentrus nattereri,Actinopterygii,Characiformes,Serrasalmidae,30,,"Favarato, R. M., Ribeiro, L. B., Campos, A., Ivan, J., Mutuko Nakayama, C., Ota, R. P., & Feldberg, E. (2021). Comparative cytogenetics of Serrasalmidae (Teleostei: Characiformes): The relationship between chromosomal evolution and molecular phylogenies. PloS One, 16(10), e0258003ÔøΩe0258003. https://doi.org/10.1371/journal.pone.0258003",,NA,NA,NA
Rattus norvegicus,Mammalia,Rodentia,Muridae,21,,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,2982.9,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Rhinolophus ferrumequinum,Mammalia,Chiroptera,Rhinolophidae,29,,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,2621.04,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Rhinopithecus bieti,Mammalia,Primates,Cercopithecidae,22,,"Yifeng, C., Lihua, L., Xiangnian, S., & Xiaomei, C. (1979). The karyotype of the golden monkey (Rhinopithecus r. roxellanae). Journal of Human Evolution, 8(6), 597-IN15. https://doi.org/10.1016/0047-2484(79)90113-1",,3520,"Yu, L., Wang, G.-D., Ruan, J., Chen, Y.-B., Yang, C.-P., Cao, X., Wu, H., Liu, Y.-H., Du, Z.-L., Wang, X.-P., Yang, J., Cheng, S.-C., Zhong, L., Wang, L., Wang, X., Hu, J.-Y., Fang, L., Bai, B., Wang, K.-L., & Yuan, N. (2016). Genomic analysis of snub-nosed monkeys (Rhinopithecus) identifies genes and processes related to high-altitude adaptation. Nature Genetics, 48(8), 947ñ952. https://doi.org/10.1038/ng.3615",
Rhinopithecus roxellana,Mammalia,Primates,Cebidae,22,,"Yifeng, C., Lihua, L., Xiangnian, S., & Xiaomei, C. (1979). The karyotype of the golden monkey (Rhinopithecus r. roxellanae). Journal of Human Evolution, 8(6), 597-IN15. https://doi.org/10.1016/0047-2484(79)90113-2",,,,
Saimiri boliviensis boliviensis,Mammalia,Primates,Cercopithecidae,22,,"Steinberg, E. R., Nieves, M., & Mudry, M. D. (2007). Meiotic characterization and sex determination system of neotropical primates: bolivian squirrel monkey Saimiri boliviensis (primates: cebidae). American Journal of Primatology, 69(11), 1236ÔøΩ1241. https://doi.org/10.1002/ajp.20430",,NA,NA,NA
Salarias fasciatus,Actinopterygii,Blenniiformes,Blenniidae,23,,"Matoulek, D., Bor?vkovÔøΩ, V., Ocalewicz, K., & SymonovÔøΩ, R. (2020). GC and Repeats Profiling along ChromosomesÔøΩThe Future of Fish Compositional Cytogenomics. Genes, 12(1), 50. https://doi.org/10.3390/genes12010050",,811.74,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Salmo salar,Actinopterygii,Salmoniformes,Salmonidae,29,,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,3198.06,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Salmo trutta,Actinopterygii,Salmoniformes,Salmonidae,40,,"Alfei, L., D. Cavallo, P. Eleuteri, M.G. Grollino, P.T. Colombari, A. Ferri, A. Onali, and R. De Vita (1996). Nuclear DNA content in Salmo fibreni in Lake Posta Fibreno, Italy. Journal of Fish Biology 48: 1051-1058.",,3080.7,"Alfei, L., D. Cavallo, P. Eleuteri, M.G. Grollino, P.T. Colombari, A. Ferri, A. Onali, and R. De Vita (1996). Nuclear DNA content in Salmo fibreni in Lake Posta Fibreno, Italy. Journal of Fish Biology 48: 1051-1058.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Salvator merianae,Reptilia,Squamata,Teiidae,19,,"da Silva, M. J., de Ara√∫jo Vieira, A. P., Galv√£o Cipriano, F. M., dos Santos C√¢ndido, M. R., de Oliveira, E. H. C., Gimenez Pinheiro, T., & da Silva, E. L. (2020). The Karyotype of Salvator merianae (Squamata, Teiidae): Analyses by Classical and Molecular Cytogenetic Techniques. Cytogenetic and Genome Research, 160(2), 94‚Äì99. https://doi.org/10.1159/000506140",,1904.5,"Roscito, J. G., Sameith, K., Pippel, M., Francoijs, K.-J., Winkler, S., Dahl, A., Papoutsoglou, G., Myers, G., & Hiller, M. (2018). The genome of the tegu lizardSalvator merianae: combining Illumina, PacBio, and optical mapping data to generate a highly contiguous assembly. GigaScience, 7(12). https://doi.org/10.1093/gigascience/giy141",
Sander lucioperca,Actinopterygii,Perciformes,Percidae,24,,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,1114.92,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Sarcophilus harrisii,Mammalia,Dasyuromorphia,Dasyuridae,7,,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.",,2924.22,"Murchison, E.P., O.B. Schulz-Trieglaff, Z. Ning, L.B. Alexandrov, M.J. bauer, B. Fu, M. Hims, Z. Ding, S. Ivakhno, C. Stewart, B.L. Ng, W. Wong, B. Aken, S. White, A. Alsop, J. Becq, G.R. Bignell, R.K. Cheetham, W. Cheng, T.R. Connor, A.J. Cox, Z.-P. Feng (2012). Genome sequencing and analysis of the Tasmanian devil and its transmissible cancer. Cell 148: 780-791.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Sciurus vulgaris,Mammalia,Rodentia,Sciuridae,20,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,NA,NA,NA
Scleropages formosus,Actinopterygii,Osteoglossiformes,Osteoglossidae,24,,"Bian, C., Hu, Y., Ravi, V., Kuznetsova, I. S., Shen, X., Mu, X., Sun, Y., You, X., Li, J., Li, X., Qiu, Y., Tay, B.-H., Thevasagayam, N. M., Komissarov, A. S., Trifonov, V., Kabilov, M., Tupikin, A., Luo, J., Liu, Y., & Song, H. (2016b). The Asian arowana (Scleropages formosus) genome provides new insights into the evolution of an early lineage of teleosts. Scientific Reports, 6(1). https://doi.org/10.1038/srep24501",,890,"Bian, C., Hu, Y., Ravi, V., Kuznetsova, I. S., Shen, X., Mu, X., Sun, Y., You, X., Li, J., Li, X., Qiu, Y., Tay, B.-H., Thevasagayam, N. M., Komissarov, A. S., Trifonov, V., Kabilov, M., Tupikin, A., Luo, J., Liu, Y., & Song, H. (2016). The Asian arowana (Scleropages formosus) genome provides new insights into the evolution of an early lineage of teleosts. Scientific Reports, 6(1). https://doi.org/10.1038/srep24501",
Scophthalmus maximus,Actinopterygii,Pleuroneciformes,Scophthalmidae,22,,"Wang, N., Wang, X. L., Sha, Z. X., Tian, Y. S., & Chen, S. L. (2010). Development and characterization of a new marine fish cell line from turbot (Scophthalmus maximus). Fish Physiology and Biochemistry, 36(4), 1227‚Äì1234. https://doi.org/10.1007/s10695-010-9402-y",,560.5,"Xu, X., Shao, C., Xu, H., Zhou, Q., You, F., Wang, N., Li, W., Li, M., & Chen, S. (2020). Draft genomes of female and male turbot Scophthalmus maximus. Scientific Data, 7(1), 90. https://doi.org/10.1038/s41597-020-0426-6","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Serinus canaria,Aves,Passeriformes,Fringillidae,40,,"Bachmann, K., B.A. Harrington, and J.P. Craig (1972). Genome size in birds. Chromosoma 37: 405-416.",,1506.12,"De Smet, W.H.O. (1981). The nuclear Feulgen-DNA content of the vertebrates (especially reptiles), as measured by fluorescence cytophotometry, with notes on the cell and chromosome size. Acta Zoologica et Pathologica Antverpiensia 76: 119-167.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Seriola dumerili,Actinopterygii,Carangiformes,Carangidae,24,,"Vitturi, R., Mazzola, A., Macaluso, M., & Catalano, E. (1986). Chromosomal polymorphism associated with Robertsonian fusion in Seriola dumerili (Risso, 1810) (Pisces: Carangidae). Journal of Fish Biology, 29(5), 529‚Äì534. https://doi.org/10.1111/j.1095-8649.1986.tb04969.x",,723.72,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Seriola lalandi dorsalis,Actinopterygii,Carangiformes,Carangidae,24,,"Chai, X., Li, X., Lu, R., & Clarke, S. (2009). Karyotype analysis of the yellowtail kingfishSeriola lalandi lalandi(Perciformes: Carangidae) from South Australia. Aquaculture Research, 40(15), 1735ÔøΩ1741. https://doi.org/10.1111/j.1365-2109.2009.02278.x",,,,
Sinocyclocheilus anshuiensis,Actinopterygii,Cypriniformes,Cyprinidae,48,,"Yu, X., Zhou, T., Li, K., Li, Y., & Zhou, M. (1987). On the karyosystematics of cyprinid fishes and a summary of fish chromosome studies in China. Genetica, 72(3), 225ÔøΩ235. https://doi.org/10.1007/bf00116227",,,,
Sinocyclocheilus grahami,Actinopterygii,Cypriniformes,Cyprinidae,48,,"Zan, R., Z. Song, and W. Liu (1986). Studies on karyotypes and nuclear DNA contents of some cyprinoid fishes, with notes on fish polyploids in China In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological Society of Japan, Tokyo. 877-885.",,,,
Sinocyclocheilus rhinocerous,Actinopterygii,Cypriniformes,Cyprinidae,48,,"Yu, X., Zhou, T., Li, K., Li, Y., & Zhou, M. (1987). On the karyosystematics of cyprinid fishes and a summary of fish chromosome studies in China. Genetica, 72(3), 225ÔøΩ235. https://doi.org/10.1007/bf00116227",,,,
Sorex araneus,Mammalia,Eulipotyphla,Soricidae,21,,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,,,
Sparus aurata,Actinopterygii,Spariformes,Sparidae,24,,"Arai R. (2011) Fish Karyotypes, Springer.",,929.1,"Peruzzi, S., B. Chatain, and B. Menu (2005). Flow cytometric determination of genome size in European seabass (Dicentrarchus labrax), gilthead seabream (Sparus aurata), thinlip mullet (Liza ramada), and European eel (Anguilla anguilla). Aquatic Living Resources 18: 77-81.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Spermophilus dauricus,Mammalia,Rodentia,Sciuridae,16,,"An, C. H., Chen, B. B., Fan, S. P., Sun, Y. X., Lyu, W., & She, J. J. (2018). The Taxonomic Status of Spermophilus in the Plague Area of Dingbian County, Shaanxi Province, China. PubMed, 31(3), 238ÔøΩ241. https://doi.org/10.3967/bes2018.030",,,,
Sphaeramia orbicularis,Actinopterygii,Kurtiformes,Apogonidae,23,,"dos Santos, ÔøΩ. W., Cioffi, M. de B., da Costa, G. W. W. F., Amorim, K. D. J., Oliveira, V. C. S., Bertollo, L. A. C., & Molina, W. F. (2023). The diploid number decrease in cardinalfishes (Apogonidae, Kurtiformes): chromosomal rearrangements and related biological features. The Nucleus, 67. https://doi.org/10.1007/s13237-023-00438-2",,NA,NA,NA
Sphenodon punctatus,Reptilia,Rhynchocephalia,Sphenodontidae,18,,"Olmo, E. (1981). Evolution of genome size and DNA base composition in reptiles. Genetica 57: 39-50.",,4890,"Olmo, E. (1981). Evolution of genome size and DNA base composition in reptiles. Genetica 57: 39-50.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Stachyris ruficeps,Aves,Passeriformes,Timaliidae,37,,Li et al. 1993,"Degrandi T, M, Barcellos S, A, Costa A, L, Garnero A, D, V, Hass I, Gunski R, J: Introducing the Bird Chromosome Database: An Overview of Cytogenetic Studies in Birds. Cytogenet Genome Res 2020. doi: 10.1159/000507768",NA,NA,NA
Stegastes partitus,Actinopterygii,,Pomacentridae,24,,"Molina, W. F., & Galetti Jr., P. M. (2004). Multiple pericentric inversions and chromosomal divergence in the reef fishes Stegastes (Perciformes, Pomacentridae). Genetics and Molecular Biology, 27(4), 543ÔøΩ548. https://doi.org/10.1590/s1415-47572004000400013",,,,
Strigops habroptila,Aves,Psittaciformes,Strigopidae,12,,"Dussex, N., Robertson, B. C., DalÔøΩn, L., & Jarvis, E. D. (2022). The k?k?p? (Strigops habroptilus). Trends in Genetics, 0(0). https://doi.org/10.1016/j.tig.2022.03.004",,1281.18,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Strix occidentalis caurina,Aves,Strigiformes,Strigidae,40,,"Rebholz, R., De, M., Sasaki, M., R. H. R. Belterman, & C. Nishida-Umehara. (1993). The Chromosomal Phylogeny of Owls (Strigiformes) and New Karyotypes of Seven Species. CYTOLOGIA, 58(4), 403ÔøΩ416. https://doi.org/10.1508/cytologia.58.403",,1290,"Hanna, Z. R., Henderson, J. B., Wall, J. D., Emerling, C. A., Fuchs, J., Runckel, C., Mindell, D. P., Bowie, R. C. K., DeRisi, J. L., & Dumbacher, J. P. (2017). Northern Spotted Owl (Strix occidentalis caurina) Genome: Divergence with the Barred Owl (Strix varia) and Characterization of Light-Associated Genes. Genome Biology and Evolution, 9(10), 2522ñ2545. https://doi.org/10.1093/gbe/evx158",
Struthio camelus australis,Aves,Struthioniformes,Struthionidae,40,,"Eden, F.C., J.P. Hendrick, and S.S. Gottlieb (1978). Homology of single copy and repeated sequences in chicken, duck, Japanese quail, and ostrich DNA. Biochemistry 17: 5113-5121.",,2112.48,"Eden, F.C., J.P. Hendrick, and S.S. Gottlieb (1978). Homology of single copy and repeated sequences in chicken, duck, Japanese quail, and ostrich DNA. Biochemistry 17: 5113-5121.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Suricata suricatta,Mammalia,Carnivora,Herpestidae,18,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,NA,NA,NA
Sus scrofa,Mammalia,Artiodactyla,Suidae,18,,"Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.",,3139.38,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109. ","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Taeniopygia guttata,Aves,Passeriformes,Estrildidae,40,,"Pigozzi, M. I., & Solari, A. J. (1998). Germ cell restriction and regular transmission of an accessory chromosome that mimics a sex body in the zebra finch, Taeniopygia guttata. Chromosome Research, 6(2), 105ÔøΩ113. https://doi.org/10.1023/a:1009234912307",,1222.5,"Peterson, D.G., S.M. Stack, J.L. Healy, B.S. Donohoe, and L.K. Anderson (1994). The relationship between synaptonemal complex length and genome size in four vertebrate classes (Osteichthyes, Reptilia, Aves, Mammalia). Chromosome Research 2: 153-162.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Takifugu rubripes,Actinopterygii,Tetraodontiformes,Tetraodontidae,22,,"Arai R. (2011) Fish Karyotypes, Springer.",,391.2,"Brenner, S., G. Elgar, R. Sandford, A. Macrae, B. Venkatesh, and S. Aparicio (1993). Characterization of the pufferfish (Fugu) genome as a compact model vertebrate genome. Nature 366: 265-268.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Terrapene carolina triunguis,Reptilia,Testudines,Emydidae,25,,"Olmo, E. (1976). Genome size in some reptiles. Journal of Experimental Zoology 195: 305-310.",,2533.02,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Tetraodon nigroviridis,Actinopterygii,Tetraodontiformes,Tetraodontidae,21,,Jaillon O. et al. (2004) Genome duplication in the teleost fish Tetraodon nigroviridis reveals the early vertebrate proto-karyotype. Nature 431: 946-957.,,342.3,"Jaillon, O., J.-M. Aury, F. Brunet, J.-L. Petit, N. Strange-Thomann, E. Mauceli et al. (2004). Genome duplication in the teleost fish Tetraodon nigroviridis reveals the early vertebrate proto-karyotype. Nature 431: 946-957.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Theropithecus gelada,Mammalia,Primates,Cercopithecidae,21,,"Chiou, K. L., Janiak, M. C., Schneider-Crease, I. A., Sen, S., Ayele, F., Chuma, I. S., Knauf, S., Lemma, A., Signore, A. V., DÔøΩIppolito, A. M., Abebe, B., Haile, A. A., Kebede, F., Fashing, P. J., Nguyen, N., McCann, C., Houck, M. L., Wall, J. D., Burrell, A. S., & Bergey, C. M. (2022). Genomic signatures of high-altitude adaptation and chromosomal polymorphism in geladas. Nature Ecology & Evolution, 6(5), 630ÔøΩ643. https://doi.org/10.1038/s41559-022-01703-4",,NA,NA,NA
Tupaia belangeri,Mammalia,Scandentia,Tupaiidae,31,,"Toder, R., von Holst, D., & Schempp, W. (1992). Comparative cytogenetic studies in tree shrews (Tupaia). Cytogenetic and Genome Research, 60(1), 55‚Äì59. https://doi.org/10.1159/000133295",,,,
Tursiops truncatus,Mammalia,Cetacea,Delphinidae,22,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,,,
Urocitellus parryii,Mammalia,Rodentia,Sciuridae,17,,"McLean, B. S. (2018). Urocitellus parryii (Rodentia: Sciuridae). Mammalian Species, 50(964), 84ÔøΩ99. https://doi.org/10.1093/mspecies/sey011",,NA,NA,NA
Ursus americanus,Mammalia,Carnivora,Ursidae,37,,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,,,
Ursus maritimus,Mammalia,Carnivora,Ursidae,37,,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,NA,NA,NA
Ursus thibetanus thibetanus,Mammalia,Carnivora,Ursidae,37,,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,2360,"Zhu, C., Xu, W., Li, J., Liu, C., Hu, M., Yuan, Y., Yuan, K., Zhang, Y., Song, X., Han, J., & Cui, X. (2020). Draft Genome Assembly for the Tibetan Black Bear (Ursus thibetanus thibetanus). Frontiers in Genetics, 11. https://doi.org/10.3389/fgene.2020.00231",
Varanus komodoensis,Reptilia,Squamata,Varanidae,20,,"Johnson Pokorn√°, M. J., Altmanov√°, M., Rovatsos, M., Velensk√Ω, P., Vodiƒçka, R., Reh√°k, I., & Kratochv√≠l, L. (2016). First Description of the Karyotype and Sex Chromosomes in the Komodo Dragon (Varanus komodoensis). Cytogenetic and Genome Research, 148(4), 284‚Äì291. https://doi.org/10.1159/000447340",,1887.54,"Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
